,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
1132,Denmark,DNK,2021-02-11,371256.0,212031.0,159225.0,8102.0,8822.0,6.41,3.66,2.75,1523.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
1133,Denmark,DNK,2021-02-12,390863.0,224037.0,166826.0,19607.0,9468.0,6.75,3.87,2.88,1635.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
1134,Denmark,DNK,2021-02-13,398397.0,230590.0,167807.0,7534.0,9440.0,6.88,3.98,2.9,1630.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
1135,Denmark,DNK,2021-02-14,405247.0,236808.0,168439.0,6850.0,9624.0,7.0,4.09,2.91,1662.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
1136,Denmark,DNK,2021-02-15,422202.0,250627.0,171575.0,16955.0,10674.0,7.29,4.33,2.96,1843.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
1137,Denmark,DNK,2021-02-16,436705.0,263804.0,172901.0,14503.0,11536.0,7.54,4.55,2.99,1992.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
1138,Denmark,DNK,2021-02-17,447601.0,274275.0,173326.0,10896.0,12064.0,7.73,4.74,2.99,2083.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
1139,Denmark,DNK,2021-02-18,459387.0,285759.0,173628.0,11786.0,12590.0,7.93,4.93,3.0,2174.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
1140,Denmark,DNK,2021-02-19,474254.0,299661.0,174593.0,14867.0,11913.0,8.19,5.17,3.01,2057.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
1141,Denmark,DNK,2021-02-20,485343.0,310173.0,175170.0,11089.0,12421.0,8.38,5.36,3.02,2144.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
1142,Denmark,DNK,2021-02-21,496492.0,320971.0,175521.0,11149.0,13035.0,8.57,5.54,3.03,2250.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
1143,Denmark,DNK,2021-02-22,511076.0,334471.0,176605.0,14584.0,12696.0,8.82,5.77,3.05,2192.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
1144,Denmark,DNK,2021-02-23,526766.0,348333.0,178433.0,15690.0,12866.0,9.09,6.01,3.08,2221.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
1300,Estonia,EST,2021-01-28,31629.0,25415.0,6214.0,2035.0,1378.0,2.38,1.92,0.47,1039.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1301,Estonia,EST,2021-01-29,34019.0,26412.0,7607.0,2390.0,1403.0,2.56,1.99,0.57,1058.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1302,Estonia,EST,2021-01-30,37230.0,27633.0,9597.0,3211.0,1647.0,2.81,2.08,0.72,1242.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1303,Estonia,EST,2021-01-31,38055.0,27900.0,10155.0,825.0,1727.0,2.87,2.1,0.77,1302.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1304,Estonia,EST,2021-02-01,38594.0,28186.0,10408.0,539.0,1781.0,2.91,2.12,0.78,1343.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1305,Estonia,EST,2021-02-02,40217.0,28907.0,11310.0,1623.0,1862.0,3.03,2.18,0.85,1404.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1306,Estonia,EST,2021-02-03,43000.0,30158.0,12842.0,2783.0,1915.0,3.24,2.27,0.97,1444.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1307,Estonia,EST,2021-02-04,46194.0,31864.0,14330.0,3194.0,2081.0,3.48,2.4,1.08,1569.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1308,Estonia,EST,2021-02-05,49798.0,33927.0,15871.0,3604.0,2254.0,3.75,2.56,1.2,1699.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1309,Estonia,EST,2021-02-06,52868.0,35492.0,17376.0,3070.0,2234.0,3.99,2.68,1.31,1684.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1310,Estonia,EST,2021-02-07,53424.0,35905.0,17519.0,556.0,2196.0,4.03,2.71,1.32,1655.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1311,Estonia,EST,2021-02-08,53481.0,35917.0,17564.0,57.0,2127.0,4.03,2.71,1.32,1603.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1314,Estonia,EST,2021-02-11,61757.0,41731.0,20026.0,3496.0,2223.0,4.66,3.15,1.51,1676.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1315,Estonia,EST,2021-02-12,65798.0,44486.0,21312.0,4041.0,2286.0,4.96,3.35,1.61,1723.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1316,Estonia,EST,2021-02-13,68146.0,46020.0,22126.0,2348.0,2183.0,5.14,3.47,1.67,1646.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1317,Estonia,EST,2021-02-14,68436.0,46152.0,22284.0,290.0,2145.0,5.16,3.48,1.68,1617.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1318,Estonia,EST,2021-02-15,68497.0,46154.0,22343.0,61.0,2145.0,5.16,3.48,1.68,1617.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1319,Estonia,EST,2021-02-16,69313.0,46740.0,22573.0,816.0,1920.0,5.23,3.52,1.7,1447.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1320,Estonia,EST,2021-02-17,71722.0,48573.0,23149.0,2409.0,1923.0,5.41,3.66,1.75,1450.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1321,Estonia,EST,2021-02-18,76075.0,52263.0,23812.0,4353.0,2045.0,5.73,3.94,1.8,1542.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1322,Estonia,EST,2021-02-19,82370.0,57543.0,24827.0,6295.0,2367.0,6.21,4.34,1.87,1784.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1323,Estonia,EST,2021-02-20,87147.0,61316.0,25831.0,4777.0,2714.0,6.57,4.62,1.95,2046.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1324,Estonia,EST,2021-02-21,87957.0,61904.0,26053.0,810.0,2789.0,6.63,4.67,1.96,2102.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1325,Estonia,EST,2021-02-22,88790.0,62415.0,26375.0,833.0,2899.0,6.69,4.71,1.99,2185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1326,Estonia,EST,2021-02-23,91785.0,64508.0,27277.0,2995.0,3210.0,6.92,4.86,2.06,2420.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1327,Estonia,EST,2021-02-24,96515.0,68297.0,28218.0,4730.0,3542.0,7.28,5.15,2.13,2670.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
1354,Faeroe Islands,FRO,2021-02-24,6713.0,4190.0,2523.0,454.0,164.0,13.74,8.57,5.16,3356.0,Pfizer/BioNTech,Government of the Faeroe Islands,https://corona.fo/api
1390,Finland,FIN,2021-01-26,117007.0,110047.0,6960.0,6356.0,8740.0,2.11,1.99,0.13,1577.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1391,Finland,FIN,2021-01-27,126910.0,117555.0,9355.0,9903.0,9264.0,2.29,2.12,0.17,1672.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1392,Finland,FIN,2021-01-28,138323.0,127783.0,10540.0,11413.0,8575.0,2.5,2.31,0.19,1548.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1393,Finland,FIN,2021-01-29,151790.0,137551.0,14239.0,13467.0,8647.0,2.74,2.48,0.26,1561.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1394,Finland,FIN,2021-01-30,162277.0,144520.0,17757.0,10487.0,9222.0,2.93,2.61,0.32,1664.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1397,Finland,FIN,2021-02-02,163973.0,145770.0,18203.0,213.0,6709.0,2.96,2.63,0.33,1211.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1398,Finland,FIN,2021-02-03,173372.0,149951.0,23421.0,9399.0,6637.0,3.13,2.71,0.42,1198.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1399,Finland,FIN,2021-02-04,193917.0,159624.0,34293.0,20545.0,7942.0,3.5,2.88,0.62,1433.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1400,Finland,FIN,2021-02-05,207303.0,164636.0,42667.0,13386.0,7930.0,3.74,2.97,0.77,1431.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1401,Finland,FIN,2021-02-06,217844.0,169194.0,48650.0,10541.0,7938.0,3.93,3.05,0.88,1433.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1402,Finland,FIN,2021-02-07,220116.0,170335.0,49781.0,2272.0,8157.0,3.97,3.07,0.9,1472.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1403,Finland,FIN,2021-02-08,220636.0,170641.0,49995.0,520.0,8125.0,3.98,3.08,0.9,1466.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1404,Finland,FIN,2021-02-09,227427.0,173558.0,53869.0,6791.0,9065.0,4.1,3.13,0.97,1636.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1405,Finland,FIN,2021-02-10,233775.0,178005.0,55770.0,6348.0,8629.0,4.22,3.21,1.01,1557.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1406,Finland,FIN,2021-02-11,247536.0,187384.0,60152.0,13761.0,7660.0,4.47,3.38,1.09,1382.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1407,Finland,FIN,2021-02-12,261342.0,197540.0,63802.0,13806.0,7720.0,4.72,3.57,1.15,1393.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1408,Finland,FIN,2021-02-13,273115.0,206283.0,66832.0,11773.0,7896.0,4.93,3.72,1.21,1425.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1409,Finland,FIN,2021-02-14,276469.0,209510.0,66959.0,3354.0,8050.0,4.99,3.78,1.21,1453.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1410,Finland,FIN,2021-02-15,277186.0,210194.0,66992.0,717.0,8079.0,5.0,3.79,1.21,1458.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1411,Finland,FIN,2021-02-16,283926.0,216463.0,67463.0,6740.0,8071.0,5.12,3.91,1.22,1457.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1412,Finland,FIN,2021-02-17,298189.0,229558.0,68631.0,14263.0,9202.0,5.38,4.14,1.24,1661.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1413,Finland,FIN,2021-02-18,314100.0,243973.0,70127.0,15911.0,9509.0,5.67,4.4,1.27,1716.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1414,Finland,FIN,2021-02-19,333631.0,262145.0,71486.0,19531.0,10327.0,6.02,4.73,1.29,1864.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1415,Finland,FIN,2021-02-20,349139.0,276280.0,72859.0,15508.0,10861.0,6.3,4.99,1.31,1960.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1416,Finland,FIN,2021-02-21,363938.0,287998.0,75940.0,14799.0,12496.0,6.57,5.2,1.37,2255.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
1450,France,FRA,2021-01-26,1171264.0,1165852.0,5412.0,96219.0,83647.0,1.73,1.72,0.01,1233.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1451,France,FRA,2021-01-27,1274711.0,1262972.0,11739.0,103447.0,80820.0,1.88,1.86,0.02,1191.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1452,France,FRA,2021-01-28,1396881.0,1372680.0,24201.0,122170.0,78072.0,2.06,2.02,0.04,1151.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1453,France,FRA,2021-01-29,1494643.0,1453325.0,41318.0,97762.0,76418.0,2.2,2.14,0.06,1127.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1454,France,FRA,2021-01-30,1525377.0,1479909.0,45468.0,30734.0,75747.0,2.25,2.18,0.07,1117.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1455,France,FRA,2021-01-31,1533630.0,1486493.0,47137.0,8253.0,75666.0,2.26,2.19,0.07,1115.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1456,France,FRA,2021-02-01,1609072.0,1541079.0,67993.0,75442.0,76290.0,2.37,2.27,0.1,1125.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1457,France,FRA,2021-02-02,1717385.0,1615088.0,102297.0,108313.0,78017.0,2.53,2.38,0.15,1150.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1458,France,FRA,2021-02-03,1825982.0,1687026.0,138956.0,108597.0,78753.0,2.69,2.49,0.2,1161.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1459,France,FRA,2021-02-04,1962126.0,1772602.0,189524.0,136144.0,80749.0,2.89,2.61,0.28,1190.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1460,France,FRA,2021-02-05,2077037.0,1843763.0,233274.0,114911.0,83199.0,3.06,2.72,0.34,1226.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1461,France,FRA,2021-02-06,2109641.0,1866091.0,243550.0,32604.0,83466.0,3.11,2.75,0.36,1230.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1462,France,FRA,2021-02-07,2120218.0,1871604.0,248614.0,10577.0,83798.0,3.13,2.76,0.37,1235.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1463,France,FRA,2021-02-08,2216826.0,1922706.0,294120.0,96608.0,86822.0,3.27,2.83,0.43,1280.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1464,France,FRA,2021-02-09,2356862.0,1990860.0,366002.0,140036.0,91354.0,3.47,2.93,0.54,1347.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1465,France,FRA,2021-02-10,2502935.0,2060675.0,442260.0,146073.0,96708.0,3.69,3.04,0.65,1426.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1466,France,FRA,2021-02-11,2686925.0,2146212.0,540713.0,183990.0,103543.0,3.96,3.16,0.8,1526.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1467,France,FRA,2021-02-12,2839817.0,2225321.0,614496.0,152892.0,108969.0,4.19,3.28,0.91,1606.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1468,France,FRA,2021-02-13,2883456.0,2249685.0,633771.0,43639.0,110545.0,4.25,3.32,0.93,1630.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1469,France,FRA,2021-02-14,2896472.0,2255597.0,640875.0,13016.0,110893.0,4.27,3.33,0.94,1635.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1470,France,FRA,2021-02-15,3014973.0,2298086.0,716887.0,118501.0,114021.0,4.44,3.39,1.06,1681.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1471,France,FRA,2021-02-16,3174936.0,2357946.0,816990.0,159963.0,116868.0,4.68,3.48,1.2,1723.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1472,France,FRA,2021-02-17,3329201.0,2409831.0,919370.0,154265.0,118038.0,4.91,3.55,1.36,1740.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1473,France,FRA,2021-02-18,3514014.0,2476748.0,1037266.0,184813.0,118156.0,5.18,3.65,1.53,1742.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1474,France,FRA,2021-02-19,3668121.0,2540702.0,1127419.0,154107.0,118329.0,5.41,3.75,1.66,1744.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1475,France,FRA,2021-02-20,3716619.0,2560982.0,1155637.0,48498.0,119023.0,5.48,3.78,1.7,1755.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1476,France,FRA,2021-02-21,3726513.0,2564530.0,1161983.0,9894.0,118577.0,5.49,3.78,1.71,1748.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1477,France,FRA,2021-02-22,3838375.0,2603702.0,1234673.0,111862.0,117629.0,5.66,3.84,1.82,1734.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1478,France,FRA,2021-02-23,3974739.0,2656447.0,1318292.0,136364.0,114258.0,5.86,3.92,1.94,1684.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
1497,Germany,DEU,2021-01-14,998059.0,997944.0,115.0,100112.0,71074.0,1.19,1.19,0.0,848.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
